policy_number,incident_date,incident_type,collision_type,incident_severity,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
608487,3/14/16 21:38,Multi-vehicle Collision,Rear Collision,Major Damage,48048,8621,8668,30388,
613844,12/23/19 6:18,Single Vehicle Collision,Side Collision,Total Loss,91302,8342,16412,66551,N
592583,12/26/21 13:15,Vehicle Theft,?,Trivial Damage,5839,655,654,4645,N
695613,4/10/18 11:38,Multi-vehicle Collision,Rear Collision,Major Damage,35467,7134,3593,25181,Y
864847,11/14/16 18:45,Parked Car,?,Minor Damage,8928,1642,818,6588,
625911,5/26/20 14:53,Multi-vehicle Collision,Side Collision,Total Loss,44113,4404,4373,35310,N
204982,4/15/18 8:41,Single Vehicle Collision,Rear Collision,Total Loss,60345,5952,6034,48042,Y
694676,1/1/20 16:01,Single Vehicle Collision,Front Collision,Total Loss,60218,6693,6658,47266,N
693863,11/6/17 3:04,Single Vehicle Collision,Front Collision,Minor Damage,63961,10762,10742,42934,N
540748,7/31/18 23:56,Single Vehicle Collision,Side Collision,Major Damage,73810,6190,12157,54519,N
763228,12/3/22 14:49,Multi-vehicle Collision,Front Collision,Minor Damage,58188,5207,10591,42027,N
435486,5/30/16 4:29,Single Vehicle Collision,Front Collision,Major Damage,55303,6107,6166,42878,
927301,8/27/20 6:39,Single Vehicle Collision,Front Collision,Minor Damage,87215,17244,8843,61557,N
876057,5/3/23 2:21,Parked Car,?,Minor Damage,3062,561,279,2253,N
111296,1/10/21 19:47,Single Vehicle Collision,Rear Collision,Total Loss,46594,0,5197,41268,N
744043,2/28/19 18:50,Single Vehicle Collision,Side Collision,Total Loss,72916,11957,12022,48164,N
832481,5/6/21 2:57,Single Vehicle Collision,Rear Collision,Total Loss,56560,4697,9418,42080,N
294790,4/20/21 10:45,Parked Car,?,Minor Damage,5373,980,992,3446,N
110119,12/25/21 3:49,Single Vehicle Collision,Rear Collision,Total Loss,47298,0,5164,41870,N
943507,1/31/16 0:16,Single Vehicle Collision,Side Collision,Minor Damage,63427,6286,12518,43950,
474436,4/20/16 11:26,Vehicle Theft,?,Minor Damage,5021,1035,517,3542,
574166,6/20/19 6:02,Single Vehicle Collision,Rear Collision,Total Loss,77310,15476,7523,54106,N
362133,8/12/16 0:49,Multi-vehicle Collision,Side Collision,Total Loss,89865,15084,14925,60112,
902305,2/5/17 16:26,Multi-vehicle Collision,Front Collision,Total Loss,67779,12094,6055,48056,N
419893,6/2/22 16:43,Multi-vehicle Collision,Rear Collision,Total Loss,63890,10596,10482,42044,N
931720,10/6/16 1:42,Vehicle Theft,?,Trivial Damage,7125,1299,637,5100,
689486,6/26/16 0:12,Multi-vehicle Collision,Rear Collision,Minor Damage,35159,7668,3791,23251,
840499,8/18/17 8:37,Vehicle Theft,?,Trivial Damage,4616,418,851,3368,N
566686,5/14/23 14:14,Single Vehicle Collision,Rear Collision,Total Loss,54793,9966,9819,34957,N
183702,6/26/17 9:53,Single Vehicle Collision,Side Collision,Minor Damage,57951,6342,6397,44802,N
268859,7/8/16 13:10,Single Vehicle Collision,Side Collision,Minor Damage,60823,6671,6711,46860,
417048,7/9/22 14:53,Multi-vehicle Collision,Side Collision,Major Damage,51423,5154,5002,41502,Y
419892,7/23/19 16:36,Multi-vehicle Collision,Rear Collision,Total Loss,62470,10314,10545,42477,N
591364,3/24/17 0:19,Single Vehicle Collision,Front Collision,Minor Damage,62778,5269,10427,46241,N
795111,8/26/23 1:09,Multi-vehicle Collision,Front Collision,Minor Damage,56359,4753,9256,42462,N
746843,4/29/23 14:45,Single Vehicle Collision,Rear Collision,Minor Damage,78725,7010,13946,56874,N
587993,5/16/21 22:07,Single Vehicle Collision,Rear Collision,Total Loss,77744,15423,7721,53302,N
389531,12/11/17 15:47,Multi-vehicle Collision,Rear Collision,Total Loss,82020,14759,14595,50768,N
412816,3/21/22 4:45,Multi-vehicle Collision,Front Collision,Minor Damage,79123,21365,7310,49670,N
612422,1/8/19 22:16,Single Vehicle Collision,Side Collision,Total Loss,89845,8198,16046,65663,N
683872,8/30/21 11:12,Single Vehicle Collision,Front Collision,Minor Damage,64272,10737,10723,42617,N
921178,9/19/17 9:44,Vehicle Theft,?,Trivial Damage,7254,1341,651,5202,N
252766,10/25/16 5:30,Single Vehicle Collision,Rear Collision,Minor Damage,55585,10769,5395,37701,
775783,12/4/22 15:53,Parked Car,?,Trivial Damage,3452,428,438,2591,N
499108,10/26/22 15:34,Multi-vehicle Collision,Side Collision,Major Damage,68700,7302,14851,44320,N
287299,9/2/19 19:05,Multi-vehicle Collision,Front Collision,Major Damage,73940,7306,15089,52321,N
956176,8/10/21 14:41,Single Vehicle Collision,Front Collision,Minor Damage,86579,17741,8576,62381,N
261569,4/21/21 11:50,Single Vehicle Collision,Rear Collision,Minor Damage,68993,7014,14135,49069,N
875584,11/13/21 8:37,Multi-vehicle Collision,Front Collision,Total Loss,67209,11911,5921,47956,N
591757,10/5/20 6:58,Single Vehicle Collision,Rear Collision,Minor Damage,90998,13869,14022,62515,N
689832,4/28/20 9:43,Multi-vehicle Collision,Front Collision,Total Loss,67368,10180,10132,46351,N
285396,10/22/23 20:55,Parked Car,?,Trivial Damage,3795,632,320,2907,N
161464,11/26/21 5:56,Parked Car,?,Trivial Damage,5769,929,940,3731,N
201066,2/23/21 8:47,Single Vehicle Collision,Rear Collision,Total Loss,59676,6158,6058,49191,Y
547533,4/21/24 0:09,Single Vehicle Collision,Side Collision,Major Damage,74297,6174,12236,54701,N
616098,4/23/22 6:57,Multi-vehicle Collision,Side Collision,Total Loss,44223,4379,4419,35016,N
594487,8/1/17 6:58,Multi-vehicle Collision,Side Collision,Total Loss,24032,2232,4350,17644,N
589233,8/9/16 5:56,Single Vehicle Collision,Rear Collision,Total Loss,75877,15332,7519,54365,
654627,7/24/18 8:00,Single Vehicle Collision,Side Collision,Total Loss,46696,4561,9317,32655,N
743602,2/20/23 16:32,Multi-vehicle Collision,Rear Collision,Major Damage,72245,6985,14209,49690,Y
201004,5/2/17 0:38,Single Vehicle Collision,Rear Collision,Total Loss,59940,5996,5939,47773,Y
502203,11/11/18 9:47,Multi-vehicle Collision,Rear Collision,Total Loss,36431,3650,7321,25751,N
493678,12/14/23 11:17,Multi-vehicle Collision,Rear Collision,Total Loss,69869,6326,6330,57413,N
383522,4/13/19 16:12,Vehicle Theft,?,Trivial Damage,4182,842,428,2909,N
789299,2/2/20 8:47,Multi-vehicle Collision,Front Collision,Minor Damage,68009,11267,11323,46243,N
648444,10/31/22 20:58,Multi-vehicle Collision,Rear Collision,Total Loss,56795,0,11480,44831,N
911675,1/10/23 22:25,Parked Car,?,Trivial Damage,6330,641,1287,4534,Y
474406,9/18/23 0:55,Parked Car,?,Trivial Damage,3944,656,652,2648,N
527930,12/6/19 4:39,Multi-vehicle Collision,Rear Collision,Major Damage,61253,13590,6852,40269,Y
906417,7/2/18 9:19,Multi-vehicle Collision,Rear Collision,Total Loss,64516,9785,9808,43397,Y
499600,11/28/17 10:06,Single Vehicle Collision,Front Collision,Minor Damage,99750,18109,18352,62368,N
288736,1/1/17 12:04,Single Vehicle Collision,Front Collision,Minor Damage,51985,5586,5647,39976,Y
506749,5/13/20 0:50,Multi-vehicle Collision,Front Collision,Major Damage,54249,6062,12247,36600,N
510346,11/28/17 1:44,Multi-vehicle Collision,Rear Collision,Total Loss,35893,3669,7257,25321,N
612719,6/5/23 21:16,Single Vehicle Collision,Front Collision,Total Loss,64719,7338,7497,51416,N
741545,12/12/18 18:11,Multi-vehicle Collision,Rear Collision,Total Loss,30445,3028,6140,21404,N
837072,6/26/18 2:51,Single Vehicle Collision,Rear Collision,Total Loss,57118,4657,9277,41953,N
914798,10/2/20 3:44,Multi-vehicle Collision,Side Collision,Total Loss,60682,10840,5537,43583,Y
654649,2/27/16 12:43,Multi-vehicle Collision,Rear Collision,Total Loss,55999,0,11551,46131,
484379,3/6/19 8:35,Multi-vehicle Collision,Side Collision,Minor Damage,62418,11646,5782,44913,N
930887,7/11/24 4:02,Multi-vehicle Collision,Front Collision,Major Damage,62491,6006,6286,50497,Y
215899,8/18/17 16:58,Single Vehicle Collision,Side Collision,Major Damage,111630,17163,17206,80353,Y
268619,4/28/21 11:02,Multi-vehicle Collision,Rear Collision,Total Loss,74188,6276,12541,56319,N
160795,3/7/16 5:43,Parked Car,?,Trivial Damage,5621,938,936,3793,
842357,9/4/16 0:35,Vehicle Theft,?,Trivial Damage,4609,423,849,3369,
562007,7/21/19 6:05,Single Vehicle Collision,Rear Collision,Total Loss,54372,9974,9863,34614,N
169414,7/19/20 23:02,Single Vehicle Collision,Rear Collision,Major Damage,60448,6709,6625,46082,N
354688,1/18/18 6:40,Multi-vehicle Collision,Front Collision,Major Damage,50402,10013,4992,35502,Y
782887,1/15/21 16:49,Multi-vehicle Collision,Front Collision,Minor Damage,69076,11352,11379,46355,N
487785,1/31/21 0:40,Multi-vehicle Collision,Side Collision,Minor Damage,62142,11486,5654,45762,N
580074,2/28/19 10:28,Single Vehicle Collision,Side Collision,Minor Damage,60973,5601,11331,44834,N
621021,12/18/22 22:39,Multi-vehicle Collision,Side Collision,Total Loss,42658,4253,4250,33851,N
414983,6/28/22 19:43,Single Vehicle Collision,Side Collision,Total Loss,40993,5838,5806,29018,N
519806,6/13/21 10:33,Single Vehicle Collision,Side Collision,Major Damage,95615,8672,17225,68310,N
885806,10/27/22 16:39,Multi-vehicle Collision,Front Collision,Total Loss,65779,12116,5907,48630,N
650841,12/4/20 4:54,Multi-vehicle Collision,Rear Collision,Total Loss,57138,0,11250,45785,N
271720,3/26/23 3:06,Multi-vehicle Collision,Rear Collision,Total Loss,74550,6317,12339,55245,N
130542,4/7/20 12:07,Single Vehicle Collision,Rear Collision,Major Damage,42176,7553,7660,26779,N
649789,1/24/18 4:47,Multi-vehicle Collision,Rear Collision,Total Loss,55988,0,11718,45017,N
646123,10/1/16 13:01,Single Vehicle Collision,Front Collision,Total Loss,65616,7307,7341,51182,
544246,7/15/19 7:58,Single Vehicle Collision,Side Collision,Major Damage,73272,6157,12328,55181,N
770571,3/15/17 15:40,Parked Car,?,Trivial Damage,3481,421,426,2607,N
281137,1/15/19 4:45,Parked Car,?,Trivial Damage,3754,638,319,2913,N
943537,10/21/21 0:29,Single Vehicle Collision,Side Collision,Minor Damage,62769,6227,12857,43649,N
344484,5/6/22 20:59,Single Vehicle Collision,Side Collision,Total Loss,105049,8710,17307,78619,N
144014,2/9/23 4:39,Single Vehicle Collision,Rear Collision,Major Damage,64736,6343,6379,51118,N
780146,12/21/21 7:51,Parked Car,?,Trivial Damage,3396,429,428,2582,N
497504,12/15/16 2:04,Single Vehicle Collision,Front Collision,Minor Damage,99633,18556,18332,63538,N
695919,2/3/18 23:57,Single Vehicle Collision,Front Collision,Total Loss,60837,6805,6730,46907,N
498460,9/5/22 2:17,Single Vehicle Collision,Front Collision,Minor Damage,99679,18134,17886,64904,N
758478,3/9/22 8:30,Multi-vehicle Collision,Rear Collision,Major Damage,71047,7115,14069,49505,Y
620835,5/19/24 5:18,Single Vehicle Collision,Front Collision,Total Loss,65316,7291,7244,51029,N
251361,11/26/21 14:18,Multi-vehicle Collision,Rear Collision,Minor Damage,74881,12268,12306,49141,N
499301,1/1/16 18:02,Single Vehicle Collision,Front Collision,Minor Damage,99114,18619,18195,65270,
571092,8/29/16 19:10,Single Vehicle Collision,Front Collision,Total Loss,57098,5214,10314,41283,
284839,12/29/19 12:47,Parked Car,?,Trivial Damage,3811,654,316,2887,N
486998,8/20/16 9:27,Multi-vehicle Collision,Side Collision,Total Loss,90890,15001,15013,60543,
287206,12/15/17 20:06,Single Vehicle Collision,Front Collision,Minor Damage,51540,5747,5570,40742,Y
692880,1/18/20 0:57,Parked Car,?,Minor Damage,6524,543,1061,4736,N
165841,9/4/22 9:34,Multi-vehicle Collision,Side Collision,Major Damage,78846,7132,14248,56366,N
588587,10/22/19 22:56,Single Vehicle Collision,Rear Collision,Minor Damage,91807,13810,14246,63356,N
486574,1/18/17 5:21,Multi-vehicle Collision,Front Collision,Total Loss,53812,5979,5849,40989,N
742879,1/15/17 2:07,Multi-vehicle Collision,Rear Collision,Total Loss,31296,3068,6032,21714,N
731862,12/29/17 18:30,Multi-vehicle Collision,Rear Collision,Minor Damage,39565,6657,6678,26296,N
756665,11/16/23 22:51,Multi-vehicle Collision,Front Collision,Minor Damage,58269,5284,10587,41656,N
735844,11/26/19 2:13,Multi-vehicle Collision,Rear Collision,Total Loss,30354,3039,6102,21439,N
750595,3/26/21 0:28,Multi-vehicle Collision,Rear Collision,Major Damage,70288,6986,13979,49919,Y
891240,4/7/21 13:26,Multi-vehicle Collision,Side Collision,Minor Damage,43411,8571,4185,29915,N
728278,9/3/17 0:49,Multi-vehicle Collision,Side Collision,Major Damage,70442,12829,12835,44813,N
151485,1/25/18 22:35,Parked Car,?,Trivial Damage,5787,1068,1073,3680,N
182635,7/13/16 1:51,Single Vehicle Collision,Side Collision,Minor Damage,57708,6509,6444,45032,
565176,4/26/24 22:16,Single Vehicle Collision,Rear Collision,Total Loss,54876,9793,9738,35037,N
805604,2/19/19 0:45,Multi-vehicle Collision,Front Collision,Minor Damage,67299,11471,11356,45260,N
594477,1/7/20 5:47,Multi-vehicle Collision,Rear Collision,Major Damage,48108,8609,8712,31178,N
248799,10/28/20 6:44,Vehicle Theft,?,Trivial Damage,5716,965,967,3834,N
340976,4/20/23 5:02,Single Vehicle Collision,Side Collision,Total Loss,103485,8653,17520,77175,N
693235,7/10/24 11:19,Single Vehicle Collision,Front Collision,Minor Damage,64222,10609,10797,42849,N
789062,1/18/23 14:20,Single Vehicle Collision,Rear Collision,Total Loss,52182,5720,5620,39705,N
575483,7/23/17 13:58,Single Vehicle Collision,Rear Collision,Total Loss,75085,15494,7632,54475,N
496257,10/7/22 3:24,Vehicle Theft,?,Minor Damage,2985,567,549,1948,N
482806,10/21/21 8:51,Parked Car,?,Trivial Damage,3926,667,665,2599,N
797814,12/5/18 10:37,Single Vehicle Collision,Side Collision,Major Damage,52927,10492,5208,36747,N
955398,1/21/19 11:13,Parked Car,?,Minor Damage,6752,674,664,5303,N
491378,12/7/19 14:06,Single Vehicle Collision,Front Collision,Minor Damage,52558,5371,5331,42239,Y
751909,2/5/24 18:23,Multi-vehicle Collision,Side Collision,Major Damage,54164,9860,9815,33796,Y
338544,3/26/17 2:29,Multi-vehicle Collision,Rear Collision,Minor Damage,82781,6818,13516,60448,N
632468,4/6/23 14:59,Multi-vehicle Collision,Side Collision,Total Loss,44435,4400,4469,35546,N
743715,7/22/18 22:34,Single Vehicle Collision,Rear Collision,Minor Damage,76494,6992,13944,56327,N
505577,8/14/20 9:19,Single Vehicle Collision,Side Collision,Major Damage,50222,9967,4968,34708,N
731986,8/17/18 8:51,Multi-vehicle Collision,Side Collision,Major Damage,70802,12794,12647,44566,N
846958,12/28/15 13:43,Single Vehicle Collision,Front Collision,Minor Damage,58061,11699,5851,41213,
483608,9/22/23 13:36,Multi-vehicle Collision,Front Collision,Total Loss,53795,5911,6035,41863,N
174262,5/2/18 1:57,Multi-vehicle Collision,Side Collision,Total Loss,75359,8403,8443,58519,N
964451,12/1/21 11:20,Parked Car,?,Minor Damage,6718,660,673,5405,N
621353,8/2/16 6:44,Multi-vehicle Collision,Side Collision,Total Loss,43998,4426,4473,35062,
609907,5/9/21 22:55,Multi-vehicle Collision,Side Collision,Total Loss,44052,4458,4443,36080,N
766699,1/23/20 14:42,Multi-vehicle Collision,Front Collision,Minor Damage,57979,5355,10757,42542,N
918910,12/8/16 19:35,Multi-vehicle Collision,Side Collision,Total Loss,60282,11051,5526,43918,Y
672043,3/17/22 0:25,Multi-vehicle Collision,Rear Collision,Minor Damage,33804,7672,3802,23071,N
886508,10/11/23 0:41,Multi-vehicle Collision,Front Collision,Total Loss,67344,12081,6086,48243,N
487136,11/3/21 6:10,Single Vehicle Collision,Front Collision,Minor Damage,52551,5243,5320,42349,Y
486804,3/8/19 19:07,Multi-vehicle Collision,Rear Collision,Total Loss,69427,6306,6457,57334,N
583155,12/22/16 17:59,Multi-vehicle Collision,Rear Collision,Minor Damage,85726,16927,8725,60374,N
647653,12/21/19 20:52,Multi-vehicle Collision,Rear Collision,Total Loss,57490,0,11488,46136,N
757905,6/18/19 12:14,Single Vehicle Collision,Front Collision,Total Loss,91163,8361,16674,67540,Y
621397,7/25/20 21:10,Single Vehicle Collision,Front Collision,Total Loss,65445,7354,7292,50950,N
176770,3/28/20 18:02,Multi-vehicle Collision,Side Collision,Total Loss,74975,8525,8422,57803,N
907650,2/13/21 6:21,Parked Car,?,Trivial Damage,6362,642,1287,4496,Y
773724,2/26/18 23:43,Parked Car,?,Trivial Damage,3478,433,436,2595,N
748807,7/21/17 20:10,Single Vehicle Collision,Front Collision,Total Loss,90661,8358,16442,67367,Y
409263,9/15/18 6:44,Multi-vehicle Collision,Side Collision,Major Damage,51870,5104,5074,40915,Y
604508,12/20/20 13:49,Multi-vehicle Collision,Rear Collision,Major Damage,46949,8735,8629,30717,N
201465,5/31/17 15:15,Single Vehicle Collision,Side Collision,Total Loss,82603,7505,14946,60081,N
252797,9/6/19 6:41,Single Vehicle Collision,Rear Collision,Minor Damage,43969,7765,7782,27490,N
851887,4/2/23 19:01,Single Vehicle Collision,Rear Collision,Total Loss,57040,4727,9171,42240,N
243855,4/9/20 14:16,Multi-vehicle Collision,Rear Collision,Minor Damage,47987,4788,4855,38487,N
639830,8/4/18 19:53,Single Vehicle Collision,Rear Collision,Total Loss,46883,4340,8526,34536,N
388394,5/14/20 18:38,Single Vehicle Collision,Rear Collision,Minor Damage,81155,14683,7341,60324,Y
645120,5/12/23 12:04,Single Vehicle Collision,Rear Collision,Total Loss,47987,4289,8691,34368,N
678497,7/5/16 1:34,Multi-vehicle Collision,Front Collision,Total Loss,67167,10415,10304,46323,
484480,11/24/19 16:47,Parked Car,?,Trivial Damage,3989,658,654,2620,N
605595,12/25/20 2:30,Single Vehicle Collision,Side Collision,Total Loss,45213,8981,4482,31821,N
437164,1/15/24 20:46,Single Vehicle Collision,Front Collision,Major Damage,55636,6131,6147,42863,Y
384353,3/27/20 0:14,Vehicle Theft,?,Trivial Damage,4238,843,424,2944,N
108894,1/28/20 11:45,Single Vehicle Collision,Rear Collision,Total Loss,46659,0,5199,41742,N
670130,5/31/18 16:34,Multi-vehicle Collision,Front Collision,Total Loss,61790,10266,10276,41435,N
615499,6/22/22 13:14,Single Vehicle Collision,Front Collision,Total Loss,66250,7275,7317,51974,N
902910,4/25/22 17:28,Multi-vehicle Collision,Rear Collision,Total Loss,63410,9733,9717,44517,Y
629754,12/25/19 0:06,Parked Car,?,Trivial Damage,6042,665,661,4706,N
112123,11/21/23 19:53,Single Vehicle Collision,Rear Collision,Total Loss,46795,0,5165,41426,N
153476,1/22/17 1:19,Multi-vehicle Collision,Side Collision,Total Loss,68063,13547,6806,47449,N
549347,10/14/17 11:39,Single Vehicle Collision,Side Collision,Minor Damage,108418,16681,16879,74324,N
745805,2/17/24 22:59,Multi-vehicle Collision,Front Collision,Minor Damage,70517,13903,7019,48810,N
403736,1/14/16 23:43,Multi-vehicle Collision,Rear Collision,Total Loss,79473,14735,14874,51043,
852841,11/24/17 5:47,Single Vehicle Collision,Front Collision,Minor Damage,59815,11830,5804,41324,N
350311,4/16/23 9:04,Multi-vehicle Collision,Side Collision,Total Loss,90238,15020,15192,60320,N
893602,2/23/16 8:24,Multi-vehicle Collision,Front Collision,Total Loss,65703,12227,6054,48660,
480654,11/11/20 13:30,Multi-vehicle Collision,Front Collision,Total Loss,54597,5893,5999,41212,N
957644,2/6/20 13:06,Single Vehicle Collision,Side Collision,Major Damage,88965,12955,19329,59166,Y
894220,6/15/19 17:22,Multi-vehicle Collision,Rear Collision,Total Loss,63820,9797,9869,44095,Y
870787,10/29/17 2:47,Parked Car,?,Minor Damage,9034,1619,825,6501,N
674779,12/31/20 8:59,Parked Car,?,Minor Damage,6498,530,1093,4899,N
