months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit
257,42,499301,8/23/93 20:49,IL,250/500,2004,1257.515277,0
294,49,571092,1/13/96 8:37,IL,100/300,2016,1241.962316,0
191,35,284839,2/3/08 10:11,IN,250/500,496,1510.443548,4965889
361,52,486998,12/10/95 7:36,IL,250/500,982,1147.632407,0
275,47,287206,9/20/00 13:27,OH,100/300,2011,1092.481409,0
142,30,692880,4/14/08 0:44,IN,500/1000,1003,1321.749319,0
317,45,165841,10/20/17 3:04,IL,100/300,1970,1290.715803,4954066
242,45,588587,6/3/07 19:46,IL,500/1000,2016,1125.283767,0
209,37,486574,6/8/97 6:06,OH,250/500,2002,1300.686917,3999587
192,38,742879,5/27/97 21:46,IN,500/1000,1003,1267.413162,0
0,32,731862,11/9/00 23:51,OH,500/1000,1002,1373.414077,0
252,45,756665,2/23/22 12:12,IL,250/500,505,1302.961232,0
193,37,735844,10/5/07 9:14,IN,500/1000,982,1258.950214,0
231,43,750595,7/29/12 5:42,OH,250/500,496,1483.208794,8130946
234,43,891240,9/12/12 15:03,OH,250/500,991,939.9458167,0
222,40,728278,9/10/99 20:01,IN,100/300,501,1198.677769,0
131,34,151485,2/16/01 8:07,OH,100/300,497,996.0266402,0
2,28,182635,7/24/95 15:01,IL,250/500,991,1333.909853,0
223,37,565176,10/2/23 19:01,IN,500/1000,998,1326.486048,0
155,33,805604,12/25/04 16:20,IL,500/1000,1008,881.7660977,3990050
93,31,594477,3/5/08 22:41,IL,100/300,2009,1015.304594,0
30,31,248799,2/6/11 20:45,IL,250/500,1952,1165.048127,0
348,51,340976,1/22/20 17:00,OH,500/1000,496,1485.064655,9088260
245,43,693235,6/28/24 14:37,IL,500/1000,2025,1513.989829,0
107,30,789062,2/25/19 2:40,OH,250/500,495,539.5833186,0
195,35,575483,4/13/99 19:06,IL,100/300,998,1245.390686,0
55,35,496257,2/15/18 15:30,IL,500/1000,497,1205.895579,8016320
34,24,482806,8/25/14 23:51,IN,500/1000,2013,1583.144369,0
45,37,797814,3/27/04 1:57,IN,250/500,1002,1133.425251,0
47,37,955398,9/13/04 7:02,IN,250/500,1968,1218.031932,0
406,55,491378,11/15/07 23:49,IN,250/500,1018,1362.616389,4005146
11,40,751909,12/13/22 0:28,OH,500/1000,2025,1196.849212,0
439,60,338544,2/5/98 7:59,IN,500/1000,993,1040.092366,0
265,41,632468,12/4/19 12:52,IN,250/500,2012,1720.280185,6010649
238,41,743715,11/22/02 14:53,IN,100/300,1006,875.2948777,0
26,39,505577,5/11/10 18:53,IN,250/500,1004,763.2869161,0
223,40,731986,2/22/03 15:51,IN,100/300,491,1222.114783,0
142,34,846958,8/8/93 17:41,IL,100/300,502,1461.575462,0
209,36,483608,8/7/21 0:53,OH,250/500,1977,1307.922124,4019996
97,27,174262,1/30/02 7:49,OH,500/1000,497,1604.741642,0
47,37,964451,1/21/15 18:31,IN,250/500,1984,1229.126176,0
266,41,621353,10/5/95 18:05,IN,250/500,2019,1719.917188,5992835
266,41,609907,1/7/13 21:13,IN,250/500,1995,1751.467469,5890341
254,45,766699,5/4/08 4:53,IL,250/500,506,1300.629351,0
328,47,918910,1/12/97 23:57,IL,100/300,2011,1120.226083,0
134,29,672043,2/7/16 19:14,OH,100/300,1986,1395.484738,5029153
304,49,886508,10/12/21 20:39,IL,100/300,2029,1373.676751,0
402,56,487136,10/11/14 15:28,IN,250/500,995,1332.929231,3986765
241,40,486804,2/27/05 23:35,IN,100/300,505,1451.283194,0
369,55,583155,3/4/97 10:21,OH,250/500,1995,1635.724873,0
74,31,647653,1/6/08 16:28,OH,100/300,508,799.3566087,0
214,38,757905,3/3/06 3:27,IN,250/500,990,1065.31444,0
11,39,621397,3/2/10 4:20,IL,250/500,1980,1453.389607,0
97,27,176770,12/25/08 23:29,OH,500/1000,496,1582.082416,0
255,44,907650,3/3/12 17:18,OH,500/1000,1997,808.5562589,6022599
17,39,773724,6/12/01 8:01,IL,250/500,1000,836.6707166,0
209,38,748807,4/7/99 11:48,IN,250/500,995,1060.535947,0
35,34,409263,6/7/03 7:25,OH,500/1000,506,1291.391366,0
94,31,604508,8/18/11 18:30,IL,100/300,1995,1015.0157,0
133,32,201465,10/4/98 3:37,OH,100/300,999,976.1465315,0
277,41,252797,12/16/06 20:57,OH,250/500,2010,1178.15693,0
61,23,851887,11/20/19 16:00,OH,500/1000,496,1216.035766,2946616
198,42,243855,2/6/09 20:19,IL,250/500,2011,1820.998677,0
174,36,639830,1/8/03 6:30,OH,250/500,489,1873.957451,5128032
86,26,388394,6/14/09 4:33,OH,100/300,497,1390.43948,7025556
176,36,645120,4/12/20 9:38,OH,250/500,504,1852.93606,4946368
128,29,678497,6/25/95 15:02,OH,250/500,2017,1321.051247,5043620
34,24,484480,9/30/07 8:12,IN,500/1000,1991,1537.173025,0
191,38,605595,9/4/11 3:53,OH,250/500,499,1245.437318,0
311,48,437164,9/28/22 8:53,OH,100/300,999,852.6702204,0
4,29,384353,12/19/08 16:11,IL,250/500,496,1385.373199,5010807
257,44,108894,5/21/08 20:32,OH,100/300,1014,1295.234994,0
404,57,670130,5/17/02 11:55,IN,500/1000,1007,1135.248698,4022770
11,39,615499,1/25/17 19:59,IL,250/500,2008,1500.503151,0
104,32,902910,6/30/16 12:51,IN,250/500,495,1155.315777,0
97,27,629754,1/18/08 0:48,IL,100/300,1005,1635.145002,0
257,44,112123,3/13/22 3:50,OH,100/300,1012,1269.532194,0
432,59,153476,6/22/97 2:57,OH,500/1000,1005,1328.80319,0
393,50,549347,2/7/00 20:57,OH,100/300,1980,1104.360751,0
269,45,745805,1/26/23 3:34,IL,500/1000,505,934.9457075,0
211,41,403736,10/10/93 18:41,IL,500/1000,501,1210.083528,0
141,35,852841,7/4/00 9:21,IL,100/300,501,1446.118669,0
269,46,350311,1/8/20 20:08,OH,500/1000,987,1357.154396,0
313,50,893602,3/2/94 6:03,IL,100/300,1954,1353.024198,0
209,37,480654,3/30/11 13:24,OH,250/500,2040,1299.377322,4036511
431,59,957644,6/23/08 15:17,IN,100/300,987,1159.6749,6980695
103,32,894220,2/21/06 1:23,IN,250/500,506,1176.431166,0
257,43,870787,3/31/00 19:51,IN,100/300,1984,1319.032297,0
140,30,674779,9/26/11 20:33,IN,500/1000,1010,1325.596551,0
238,40,491491,10/21/94 12:07,IN,100/300,504,1465.91183,0
276,46,282405,1/29/11 0:56,OH,100/300,1980,1085.930304,0
190,41,217941,6/12/06 0:15,OH,250/500,502,837.7363508,0
437,60,343801,12/31/04 23:38,IN,500/1000,1013,1038.458208,0
268,39,874447,4/13/13 16:58,IL,100/300,992,1250.829073,0
283,41,504718,10/16/19 8:44,IL,250/500,1003,1287.65987,6015850
263,43,514276,12/15/00 7:07,IL,100/300,509,1501.0983,6055147
146,32,172042,8/27/06 22:06,OH,100/300,2014,1278.376445,0
330,50,368894,7/5/98 8:54,IL,500/1000,1013,995.0863289,0
395,56,525458,9/10/13 17:53,IN,100/300,997,1362.441629,0
158,33,517976,4/4/21 5:09,OH,100/300,1006,1727.346748,2995948
318,44,167166,8/21/93 8:17,IL,100/300,1975,1291.194644,5035382
154,34,773770,8/18/94 4:52,IL,500/1000,996,868.7244754,4086190
125,33,356953,1/5/22 8:04,OH,500/1000,996,1130.707651,2005248
62,28,198814,9/22/15 2:39,IL,100/300,992,986.7895346,0
134,29,691788,7/22/19 15:04,OH,100/300,2008,1407.841478,5026262
94,31,601671,4/10/01 7:01,IL,100/300,2019,1007.505481,0
285,44,324971,8/7/18 9:05,OH,500/1000,999,1235.91005,0
45,37,797060,10/13/00 6:08,IN,250/500,983,1107.835158,0
132,29,677673,9/30/05 7:46,OH,100/300,1999,1420.279543,5014018
39,22,688349,7/23/20 12:40,IN,500/1000,506,1185.951399,0
181,38,215288,5/8/20 21:05,IL,250/500,1009,1427.265331,0
192,35,289975,7/18/11 6:00,IN,250/500,504,1473.598138,4995569
32,29,108904,9/20/22 19:19,OH,100/300,498,1434.022433,0
26,39,494936,1/2/00 7:25,IN,250/500,1027,782.2476311,0
11,40,752114,2/20/09 17:10,OH,500/1000,1930,1203.562928,0
229,37,562957,2/20/96 4:24,IN,500/1000,1002,1342.391867,0
178,35,469991,6/11/15 23:37,IL,500/1000,1000,1256.705286,0
319,45,927589,2/5/18 13:25,OH,100/300,504,1221.491627,7004255
149,30,289124,11/14/23 15:51,IN,100/300,998,1671.899565,0
119,28,290993,6/25/14 5:07,OH,250/500,2005,1090.723149,0
189,35,285198,12/30/14 1:50,IN,250/500,497,1512.934025,4951191
126,31,205195,5/19/21 14:31,IN,500/1000,493,1221.759707,0
77,31,717051,1/27/07 11:32,OH,250/500,1024,1385.128875,0
420,61,476637,6/12/97 0:53,IN,100/300,1007,1562.674563,0
4,29,388807,1/24/02 0:31,IL,250/500,501,1364.574694,4912885
153,38,638372,5/25/15 7:58,IN,500/1000,500,1003.11851,0
240,40,490426,1/24/12 15:14,IN,100/300,501,1468.499763,0
252,44,700829,8/2/17 22:58,IL,500/1000,2012,1524.80811,0
45,36,787499,5/1/97 10:18,IN,250/500,990,1105.763528,0
37,28,972381,9/27/23 17:58,OH,250/500,991,1029.884376,0
393,51,563687,6/17/10 8:25,OH,100/300,1982,1104.444119,0
232,40,732079,8/9/23 13:50,IN,100/300,1008,892.4584388,0
316,46,164996,12/29/03 19:46,IL,100/300,1961,1280.882433,4992813
127,31,208631,2/14/04 11:23,IN,500/1000,498,1227.600048,0
193,35,274623,10/4/00 10:19,IL,500/1000,492,1387.17035,0
83,30,838608,4/1/20 1:17,IN,500/1000,1979,1781.473854,0
404,57,671297,2/1/23 10:52,IN,500/1000,991,1123.526599,3939697
86,26,392356,12/31/05 8:44,OH,100/300,501,1397.48725,7000860
464,63,524155,11/22/93 15:31,IL,500/1000,2010,1366.571984,4963618
222,38,709808,1/10/15 10:10,IN,100/300,2006,1172.772608,0
327,50,129710,8/18/05 10:55,IL,250/500,2012,1295.721298,0
175,36,635031,7/27/99 10:40,OH,250/500,496,1894.643846,4925293
252,45,885016,12/13/05 17:05,IL,250/500,1001,1691.429491,0
285,43,523263,1/3/03 5:27,OH,100/300,497,1358.827385,-992481
72,30,653769,12/2/14 8:07,OH,100/300,494,808.7356246,0
160,33,515577,11/25/10 17:41,OH,100/300,994,1724.502738,3010865
191,37,740264,11/8/00 17:35,IN,500/1000,1002,1267.762284,0
129,29,687925,5/21/02 6:41,OH,250/500,2058,1342.582281,4993490
234,40,638944,12/24/93 4:01,IL,100/300,489,1039.421577,3930375
260,43,512110,5/29/04 2:57,IL,100/300,491,1486.994279,6013853
328,50,368015,11/11/08 20:23,IL,500/1000,999,974.8528685,0
2,28,187058,5/14/09 22:19,IL,250/500,1010,1312.983079,0
242,39,724797,1/28/14 16:43,IN,250/500,2004,621.1079417,0
150,36,487767,12/11/18 11:04,OH,250/500,2006,857.320743,0
225,41,719717,7/2/13 3:20,IN,100/300,506,1202.064282,0
87,26,397893,2/4/99 17:04,OH,100/300,499,1409.199578,6903401
242,43,914507,7/26/20 1:12,IN,250/500,985,941.4692903,0
60,23,845541,1/29/06 8:42,OH,500/1000,497,1212.859926,2974079
193,41,216295,9/15/23 3:22,OH,250/500,500,852.9038463,0
193,41,219087,4/2/20 7:33,OH,250/500,493,853.6624131,0
272,46,143250,1/12/12 0:39,IL,250/500,506,1439.246949,0
259,44,109625,7/31/94 13:13,OH,100/300,1000,1269.321664,0
11,39,630290,4/6/03 12:41,IL,250/500,1989,1467.017698,0
163,38,192618,1/30/19 21:28,IL,100/300,1989,1144.542362,0
179,32,907772,9/5/09 9:42,OH,500/1000,1994,1255.558223,0
412,56,538553,11/20/09 1:17,IN,100/300,992,1191.239281,6067201
184,39,602318,6/25/11 13:20,OH,500/1000,1998,1438.899154,0
234,40,732188,4/1/13 2:22,IN,100/300,1011,875.8811562,0
269,43,709089,4/26/05 23:32,IL,500/1000,1987,1047.48846,0
234,38,550127,8/4/99 0:14,IN,500/1000,989,1324.077153,0
345,51,439741,6/21/18 17:29,IL,100/300,984,949.9813053,0
4,29,383756,2/28/95 8:52,IL,250/500,495,1387.75812,4947200
210,41,390858,3/24/97 14:31,IL,500/1000,502,1231.651776,0
147,30,292955,6/1/20 20:01,IN,100/300,1005,1660.549289,0
363,50,472639,9/30/09 14:54,IL,250/500,979,1147.502214,0
113,29,491873,8/6/18 2:50,OH,250/500,1005,1206.761221,0
283,42,521594,4/7/20 8:35,OH,100/300,495,1328.447743,-1021687
9,30,254990,8/7/06 17:56,IL,100/300,1002,1063.393282,0
158,32,346463,12/16/07 6:03,OH,100/300,2042,614.2609827,0
273,44,753817,5/11/02 4:37,IL,500/1000,514,939.8394712,0
121,31,619177,6/27/94 12:12,IL,500/1000,1008,1070.06661,5954455
149,30,290525,9/15/99 21:04,IN,100/300,995,1661.582019,0
174,36,790320,11/14/97 2:50,OH,250/500,1007,1281.509719,0
184,38,251211,3/14/01 19:34,IN,250/500,2007,1343.012931,0
251,44,895831,11/29/94 14:10,OH,500/1000,1995,810.6091512,5947087
119,28,280467,7/26/96 18:53,IN,500/1000,1977,1203.412769,0
328,47,911633,5/8/15 22:36,IN,500/1000,1003,1694.058302,0
92,31,601656,7/14/18 10:09,IL,100/300,2010,1019.324069,0
39,22,686365,5/24/96 17:53,IN,500/1000,499,1165.354466,0
262,42,632398,8/31/02 9:44,IN,250/500,1988,1743.565744,5899764
120,30,564119,12/4/08 13:04,IN,250/500,490,978.6676793,0
39,22,697933,8/27/13 21:01,IN,500/1000,507,1151.608078,0
3,38,935007,1/13/07 14:40,OH,500/1000,988,1324.334215,0
244,45,586988,10/11/17 7:15,IL,500/1000,2016,1105.727245,0
32,28,109908,7/23/98 0:32,OH,100/300,501,1414.964655,0
4,29,388159,6/2/12 12:00,IL,250/500,494,1396.20784,5009148
167,38,410117,8/1/20 8:29,IL,100/300,1983,1568.271848,0
119,28,287395,10/8/93 6:10,OH,250/500,1998,1100.496123,0
122,31,205299,12/5/17 18:41,IN,500/1000,491,1220.250124,0
174,35,466955,2/1/05 12:08,IL,500/1000,1011,1246.357732,0
346,51,341981,5/7/99 18:02,OH,500/1000,500,1466.378553,9020338
351,50,434635,8/30/04 10:10,IL,100/300,999,970.9236538,0
254,40,498853,4/5/21 11:25,IL,250/500,1989,1241.920554,0
190,35,588923,8/21/09 6:35,IL,100/300,998,1249.654914,0
140,30,521860,9/23/17 15:37,IL,100/300,503,1333.891962,0
79,27,192989,9/25/09 13:51,IL,100/300,1009,1470.046303,0
11,38,616059,8/14/13 0:10,IL,250/500,1977,1442.741586,0
9,30,259739,12/15/16 5:25,IL,100/300,1012,1059.336628,0
26,39,500288,7/20/96 11:35,IN,250/500,987,768.5346688,0
216,41,513746,9/27/97 4:58,OH,500/1000,505,1834.001324,0
162,37,503155,10/9/21 1:52,OH,250/500,487,1712.820671,0
68,26,593158,5/3/15 21:33,IL,100/300,1985,919.9199097,0
358,46,935345,5/2/00 8:21,OH,500/1000,1999,1292.080485,4078827
26,39,489943,4/6/17 10:32,IN,250/500,997,765.1238031,0
61,28,196343,8/17/22 18:18,IL,100/300,992,972.6785441,0
29,36,366477,7/30/12 11:57,IN,500/1000,497,1495.090478,0
105,32,907966,3/28/99 9:44,IN,250/500,499,1157.037039,0
186,38,244631,8/26/04 15:24,IN,250/500,2008,1369.085422,0
417,59,476028,5/7/04 16:32,IN,100/300,983,1540.156407,0
90,31,267661,3/24/16 4:35,IN,100/300,1000,1335.959613,3995406
178,32,918396,2/17/13 5:32,OH,500/1000,1986,1223.854631,0
233,43,653482,3/16/22 22:37,IL,250/500,2012,966.7818018,0
156,37,244199,6/15/04 18:35,IL,250/500,994,2079.820328,0
214,43,519843,3/11/01 0:47,OH,500/1000,493,1860.664941,0
158,33,277004,1/3/04 20:48,OH,100/300,2021,1321.547705,0
34,34,407292,11/19/06 3:15,OH,500/1000,510,1301.980756,0
45,37,801925,11/17/93 14:29,IN,250/500,1006,1128.344627,0
186,38,253865,6/17/18 22:42,IN,250/500,2015,1361.63863,0
229,42,651703,8/4/94 8:00,IL,250/500,2010,990.0556088,0
244,45,895967,4/22/16 4:34,IL,250/500,997,1641.209506,0
30,31,246526,6/16/21 8:14,IL,250/500,2014,1163.488413,0
405,55,495775,1/24/94 16:30,IN,250/500,1004,1384.522643,4021886
480,56,966609,2/21/96 10:40,OH,100/300,501,1218.714393,0
4,29,385566,4/29/19 3:39,IL,250/500,499,1386.566933,4953979
237,43,879734,2/25/16 10:52,OH,250/500,1004,950.1223539,0
207,38,761478,10/24/95 15:59,IN,250/500,975,1062.397679,0
351,46,577146,6/8/15 4:50,IN,250/500,1989,1159.608957,0
413,56,544990,1/29/96 17:59,IN,100/300,1002,1186.143892,5988385
86,28,614546,7/21/03 10:31,IN,100/300,1985,1601.545756,0
279,46,286240,12/24/17 16:35,OH,100/300,2022,1094.764988,0
59,23,842931,5/4/23 11:50,OH,500/1000,501,1215.348214,3024815
248,43,683913,9/7/10 7:19,IL,500/1000,1975,1534.798323,0
186,35,635875,5/12/02 10:52,IN,500/1000,2000,1422.49106,0
101,33,555800,6/14/10 19:54,IL,500/1000,982,1337.28714,0
276,46,141246,12/7/18 16:18,IL,250/500,498,1461.320789,0
232,43,898000,8/9/19 6:42,OH,250/500,998,974.3760268,0
321,49,130169,9/22/98 19:16,IL,250/500,2018,1269.462144,0
143,30,248763,5/26/10 22:00,IN,100/300,500,1379.763189,4936713
331,47,920200,5/23/07 11:26,IL,100/300,1984,1115.316761,0
293,48,733388,2/7/01 12:18,OH,250/500,992,1130.482126,0
191,35,284552,4/14/94 2:53,IN,250/500,503,1462.692288,4908108
146,32,173306,6/18/20 5:24,OH,100/300,1992,1283.072305,0
257,44,111893,12/8/04 0:42,OH,100/300,985,1280.7167,0
144,30,250137,3/17/24 5:19,IN,100/300,500,1421.383981,4983310
237,40,643857,9/10/14 2:58,IL,100/300,504,1044.410342,4081611
355,47,950663,9/9/10 19:50,OH,500/1000,1971,1272.055694,4020484
170,38,404386,3/24/10 21:01,IL,100/300,1978,1606.950027,0
93,26,215467,7/27/18 0:45,IN,100/300,495,728.9502234,0
211,41,390400,6/27/14 17:38,IL,500/1000,510,1218.974939,0
331,47,915449,6/26/00 19:47,IL,100/300,1985,1140.257157,0
197,41,244407,9/30/98 8:50,IL,250/500,2021,1790.207402,0
122,31,204553,7/29/07 7:12,IN,500/1000,503,1214.947492,0
85,28,613961,1/2/07 6:20,IN,100/300,2040,1565.150609,0
397,51,553488,11/29/13 4:15,OH,100/300,2012,1108.207254,0
242,40,585475,5/26/08 21:34,IL,100/300,499,1330.720451,0
209,41,393186,12/9/17 13:28,IL,500/1000,499,1221.728141,0
30,36,359908,12/7/22 23:26,IN,500/1000,500,1488.707466,0
26,38,491255,11/27/06 23:04,IN,250/500,983,782.6358855,0
264,41,629603,2/12/06 5:34,IN,250/500,1999,1727.888411,5931185
0,32,737870,10/6/07 15:30,OH,500/1000,995,1373.430543,0
100,33,556316,10/22/20 7:23,IL,500/1000,1007,1329.295935,0
222,42,263075,12/27/05 13:57,OH,100/300,1946,1035.572155,0
274,46,282542,7/12/14 20:45,OH,100/300,2015,1095.528132,0
94,30,333333,2/16/96 9:37,IL,250/500,1991,1375.392229,0
144,30,249873,4/21/17 13:39,IN,100/300,497,1376.072572,4940733
39,22,684248,1/5/24 8:30,IN,500/1000,497,1182.855663,0
242,44,911859,4/22/03 22:04,IN,250/500,1002,923.7937911,0
191,35,276816,4/22/97 14:29,IL,500/1000,506,1436.108565,0
211,38,742901,1/26/13 19:07,IN,250/500,999,1025.703524,0
257,44,909387,9/19/08 21:28,OH,500/1000,2011,810.8205574,5986407
177,35,464307,12/29/11 3:47,IL,500/1000,999,1253.719297,0
120,31,632474,12/9/97 8:02,IL,500/1000,994,1081.217185,6008214
149,30,291628,1/23/10 8:32,IN,100/300,1007,1686.138174,0
145,32,170147,1/4/17 9:34,OH,100/300,1978,1294.993175,0
183,39,612018,3/22/94 10:12,OH,500/1000,2025,1434.484352,0
246,43,692837,11/16/96 0:00,IL,500/1000,2015,1525.136327,0
158,32,277984,6/17/07 16:38,OH,100/300,2006,1323.781892,0
437,58,152192,1/8/94 7:08,OH,500/1000,1005,1319.906313,0
332,47,909769,8/1/93 4:08,IL,100/300,2025,1122.2932,0
213,42,512239,6/14/18 3:55,OH,500/1000,491,1840.567252,0
161,38,505531,12/18/07 18:34,OH,250/500,501,1723.746674,0
143,32,170977,12/1/23 1:13,OH,100/300,2009,1242.027174,0
232,43,742802,10/7/98 22:23,OH,250/500,500,1485.193477,8164844
38,28,982827,11/1/16 2:19,OH,250/500,1001,1027.348358,0
197,40,919882,8/30/21 23:49,IL,100/300,985,1463.037473,0
275,41,252475,8/8/96 9:29,OH,250/500,1986,1184.638572,0
117,28,282203,6/22/03 10:32,IN,500/1000,1987,1201.628738,0
143,34,830134,10/7/17 12:28,IL,100/300,498,1437.533711,0
142,30,250454,12/13/06 2:11,IN,100/300,506,1371.548788,4905649
118,30,562369,7/28/98 1:35,IN,250/500,507,966.3754486,0
86,26,388912,4/5/23 11:51,OH,100/300,502,1405.901508,7083781
87,28,604050,11/27/13 21:59,IN,100/300,1987,1608.818246,0
128,32,359522,2/9/15 16:24,OH,500/1000,1010,1144.589449,1995517
288,44,327674,2/23/15 13:16,OH,500/1000,996,1221.569851,0
94,26,215084,3/18/08 13:16,IN,100/300,491,725.2570268,0
95,30,336302,4/16/20 4:24,IL,250/500,1988,1350.560202,0
137,36,117421,1/11/23 0:27,OH,500/1000,2023,980.88626,0
3,38,938345,4/17/24 17:48,OH,500/1000,1005,1323.978985,0
34,35,415376,10/14/13 18:54,OH,500/1000,510,1291.987388,0
55,35,498735,3/22/11 23:51,IL,500/1000,498,1189.56759,8151314
315,46,933881,7/20/21 9:15,OH,100/300,499,1211.055083,7024652
258,44,886811,4/8/05 1:39,OH,500/1000,1998,808.2016479,6046386
272,40,866471,8/22/23 4:26,IL,100/300,998,1269.023826,0
272,45,606323,12/1/95 11:46,IN,500/1000,500,1316.412302,0
270,44,700102,12/18/94 12:04,IL,500/1000,1981,1033.069747,0
362,50,481539,5/24/99 3:25,IL,250/500,1005,1148.934465,0
168,38,415014,4/29/03 5:22,IL,100/300,2005,1580.893996,0
271,45,699799,7/31/22 2:40,IL,500/1000,2040,1032.763762,0
359,51,484598,2/8/20 2:23,IL,250/500,995,1149.793154,0
34,34,405974,5/2/10 23:04,OH,500/1000,500,1275.242831,0
150,36,480998,9/7/01 7:57,OH,250/500,2016,872.336183,0
39,22,695518,3/16/10 1:12,IN,500/1000,505,1170.460894,0
95,27,629157,12/13/14 16:27,IL,100/300,1018,1591.748375,0
126,29,678167,12/7/98 10:52,OH,250/500,1989,1310.318858,5021715
314,48,447494,6/25/05 5:45,OH,100/300,999,846.1745018,0
209,35,723498,8/18/16 16:59,IL,100/300,497,1052.44541,0
134,32,204808,7/25/12 10:55,OH,100/300,992,988.1921021,0
139,37,119280,9/2/12 12:58,OH,500/1000,2015,969.903291,0
355,47,936223,3/29/07 0:00,OH,500/1000,2032,1267.909522,3967006
253,45,780299,7/13/94 21:35,IL,250/500,512,1284.605527,0
434,54,423023,1/24/03 15:52,OH,100/300,1027,1371.395523,0
280,43,537566,4/4/03 0:10,OH,100/300,985,1502.562665,6074236
107,31,785268,11/21/01 23:32,OH,250/500,498,542.2055038,0
236,40,655438,2/21/18 22:48,IL,100/300,498,1055.471184,4108323
279,46,282862,8/17/07 5:06,OH,100/300,1995,1069.886179,0
191,38,739393,7/26/21 16:32,IN,500/1000,998,1298.805707,0
275,45,139650,3/22/98 17:20,IL,250/500,500,1468.621852,0
32,29,107976,1/3/02 20:22,OH,100/300,496,1426.065879,0
233,43,895593,11/22/98 7:45,OH,250/500,1011,949.5333344,0
100,33,546882,8/23/96 12:36,IL,500/1000,987,1326.704616,0
263,44,867935,8/9/10 7:20,IN,100/300,1981,1313.904138,0
86,26,393717,5/9/16 20:12,OH,100/300,504,1377.512424,6966068
38,28,976740,2/15/96 3:22,OH,250/500,1005,1015.518045,0
256,44,904805,7/12/22 4:46,OH,500/1000,1983,809.0071769,5981336
48,35,885814,8/1/11 2:52,IL,100/300,505,1092.493758,0
106,30,799269,3/31/12 11:01,OH,250/500,501,541.3645929,0
181,33,901619,11/15/95 2:24,OH,500/1000,1998,1252.842935,0
190,38,594141,2/15/15 23:42,OH,250/500,494,1256.307741,0
196,41,220723,2/2/96 12:46,OH,250/500,504,833.3067633,0
162,38,499845,6/1/11 14:24,OH,250/500,495,1737.917675,0
258,43,863079,7/4/17 22:59,IN,100/300,2024,1321.383728,0
38,28,979539,6/24/06 14:51,OH,250/500,977,1021.560602,0
96,27,173381,10/17/22 6:47,OH,500/1000,493,1579.227727,0
119,30,560801,6/22/05 17:14,IN,250/500,499,963.4192794,0
32,29,106321,11/29/08 12:01,OH,100/300,503,1438.683349,0
211,37,487860,2/23/18 5:03,OH,250/500,1984,1293.351067,3988826
78,31,723023,8/15/03 15:42,OH,250/500,998,1391.180875,0
310,48,442791,7/30/98 14:06,OH,100/300,990,844.8802266,0
190,35,577944,7/16/16 22:14,IL,100/300,988,1253.833448,0
183,35,617068,1/27/23 9:50,IN,500/1000,2000,1449.755396,0
237,39,656948,10/15/07 11:19,IL,100/300,499,1038.44155,3995417
229,37,557864,1/15/03 20:03,IN,500/1000,1001,1337.436235,0
34,34,410785,12/24/99 11:35,OH,500/1000,496,1291.863811,0
